type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,39035101101,Other,01/2020,4,4.5,6.5,
Census Tract,39035101101,Other,02/2020,7,3,5.25,
Census Tract,39035101101,Other,03/2020,1,3,3.5,
Census Tract,39035101101,Other,04/2020,0,4,4.25,
Census Tract,39035101101,Other,05/2020,0,4.5,6,
Census Tract,39035101101,Other,06/2020,2,6,7,
Census Tract,39035101101,Other,07/2020,1,3,4.25,
Census Tract,39035101101,Other,08/2020,6,5,6.5,
Census Tract,39035101101,Other,09/2020,6,7,4.5,
Census Tract,39035101101,Other,10/2020,2,4,5.5,
Census Tract,39035101101,Other,11/2020,3,2.5,3.5,
Census Tract,39035101101,Other,12/2020,7,5,4.5,
Census Tract,39035101101,Other,01/2021,6,4.5,6.5,
Census Tract,39035101101,Other,02/2021,4,3,5,
Census Tract,39035101101,Other,03/2021,5,3,3.5,
Census Tract,39035101101,Other,04/2021,5,4,4.25,
Census Tract,39035101101,Other,05/2021,6,4.5,6,
Census Tract,39035101101,Other,06/2021,0,6,7,
Census Tract,39035101101,Other,07/2021,6,3,4.25,
Census Tract,39035101101,Other,08/2021,6,5,6.5,
Census Tract,39035101101,Other,09/2021,4,7,4.5,
Census Tract,39035101101,Other,10/2021,3,4,5.5,
Census Tract,39035101101,Other,11/2021,3,2.5,3.5,
Census Tract,39035101101,Other,12/2021,2,5,4.5,
Census Tract,39035101101,Other,01/2022,8,4.5,6.5,
Census Tract,39035101101,Other,02/2022,2,3,5,
Census Tract,39035101101,Other,03/2022,5,3,3.5,
Census Tract,39035101101,Other,04/2022,8,4,4.25,
Census Tract,39035101101,Other,05/2022,3,4.5,6,
Census Tract,39035101101,Other,06/2022,10,6,7,
Census Tract,39035101101,Other,07/2022,7,3,4.25,
Census Tract,39035101101,Other,08/2022,3,5,6.5,
Census Tract,39035101101,Other,09/2022,10,7,4.5,
Census Tract,39035101101,Other,10/2022,6,4,5.5,
Census Tract,39035101101,Other,11/2022,9,2.5,3.5,
Census Tract,39035101101,Other,12/2022,10,5,4.5,
Census Tract,39035101101,Other,01/2023,5,4.5,6.5,
Census Tract,39035101101,Other,02/2023,3,3,5,
Census Tract,39035101101,Other,03/2023,4,3,3.5,
Census Tract,39035101101,Other,04/2023,4,4,4.25,
Census Tract,39035101101,Other,05/2023,7,4.5,6,
Census Tract,39035101101,Other,06/2023,10,6,7,
Census Tract,39035101101,Other,07/2023,3,3,4.25,
Census Tract,39035101101,Other,08/2023,4,5,6.5,
Census Tract,39035101101,Other,09/2023,5,7,4.5,
Census Tract,39035101101,Other,10/2023,5,4,5.5,
Census Tract,39035101101,Other,11/2023,3,2.5,3.5,
Census Tract,39035101101,Other,12/2023,6,5,4.5,
Census Tract,39035101101,Other,01/2024,4,4.5,6.5,
Census Tract,39035101101,Other,02/2024,3,3,5.25,
Census Tract,39035101101,Other,03/2024,2,3,3.5,
Census Tract,39035101101,Other,04/2024,5,4,4.25,
Census Tract,39035101101,Other,05/2024,2,4.5,6,
Census Tract,39035101101,Other,06/2024,2,6,7,
Census Tract,39035101101,Other,07/2024,3,3,4.25,
Census Tract,39035101101,Other,08/2024,7,5,6.5,
Census Tract,39035101101,Other,09/2024,8,7,4.5,
Census Tract,39035101101,Other,10/2024,3,4,5.5,
Census Tract,39035101101,Other,11/2024,2,2.5,3.5,
Census Tract,39035101101,Other,12/2024,2,5,4.5,
Census Tract,39035101101,Other,01/2025,3,4.5,6.5,
Census Tract,39035101101,Other,02/2025,1,3,5,
Census Tract,39035101101,Other,03/2025,3,3,3.5,
Census Tract,39035101101,Other,04/2025,4,4,4.25,
Census Tract,39035101101,Other,05/2025,4,4.5,6,
Census Tract,39035101101,Other,06/2025,0,6,7,
Census Tract,39035101101,Other,07/2025,5,3,4.25,
Census Tract,39035101101,Other,08/2025,5,5,6.5,
Census Tract,39035101101,Other,09/2025,4,7,4.5,
Census Tract,39035101101,Other,10/2025,4,4,5.5,
Census Tract,39035101101,Other,11/2025,3,2.5,3.5,
Census Tract,39035101101,Other,12/2025,7,5,4.5,
Census Tract,39035101101,Other,01/2026,7,4.5,,
Census Tract,39035101101,Other,02/2026,1,3,,
Census Tract,39035101101,Other,03/2026,3,3,,
Census Tract,39035101101,Other,04/2026,1,1.5,,2026-04-11
Census Tract,39035101102,White,01/2020,8,3,6.75,
Census Tract,39035101102,White,02/2020,7,3,11.25,
Census Tract,39035101102,White,03/2020,0,4,8.5,
Census Tract,39035101102,White,04/2020,0,2,5.75,
Census Tract,39035101102,White,05/2020,0,4.5,7.75,
Census Tract,39035101102,White,06/2020,4,3.5,8.5,
Census Tract,39035101102,White,07/2020,1,1,8,
Census Tract,39035101102,White,08/2020,0,4.5,9.75,
Census Tract,39035101102,White,09/2020,0,5,9,
Census Tract,39035101102,White,10/2020,4,5.5,5.75,
Census Tract,39035101102,White,11/2020,3,4,7.75,
Census Tract,39035101102,White,12/2020,0,2,9,
Census Tract,39035101102,White,01/2021,5,3,6.75,
Census Tract,39035101102,White,02/2021,5,3,11.25,
Census Tract,39035101102,White,03/2021,23,4,8.5,
Census Tract,39035101102,White,04/2021,1,2,5.75,
Census Tract,39035101102,White,05/2021,2,4.5,7.75,
