month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,1143,1148.2,0.995471172269639
01/2021,23/01/2021,525,837,0.627240143369176
02/2020,,887,850.4,1.04303857008467
03/2020,,527,833.4,0.632349412047036
04/2020,,239,959.2,0.249165971643036
05/2020,,336,1119,0.300268096514745
06/2020,,378,1148,0.329268292682927
07/2020,,543,1289,0.421256788207913
08/2020,,746,1185.8,0.629111148591668
09/2020,,782,1182.6,0.661254862168104
10/2020,,708,1114,0.635547576301616
11/2020,,714,959.2,0.744370308590492
12/2020,,875,1007.2,0.868745035742653
