month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,10867,10084.5,1.077594327929
01/2021,,5050,10084.5,0.500768506123259
01/2022,,7920,10084.5,0.785363676929942
01/2023,,10047,10084.5,0.996281421984233
01/2024,,10122,10084.5,1.00371857801577
01/2025,,10279,10084.5,1.01928702464178
02/2020,,9509,9576,0.993003341687552
02/2021,,4707,9372.5,0.50221392371299
02/2022,,7297,9372.5,0.778554281141638
02/2023,,9200,9372.5,0.98159509202454
02/2024,,9952,9576,1.03926482873851
02/2025,,8976,9372.5,0.957695385436116
03/2020,,4517,8513,0.530600258428286
03/2021,,5544,8513,0.651239281099495
03/2022,,7882,8513,0.925878068835898
03/2023,,8929,8513,1.04886643956302
03/2024,,8097,8513,0.951133560436979
03/2025,,8364,8513,0.982497356983437
04/2020,,165,8546.5,0.0193061487158486
04/2021,,3769,8546.5,0.440999239454748
04/2022,,7423,8546.5,0.868542678289358
04/2023,,8006,8546.5,0.936757737085357
04/2024,,9087,8546.5,1.06324226291464
04/2025,,8142,8546.5,0.952670683905692
05/2020,,204,9600.5,0.021248893286808
05/2021,,3915,9600.5,0.40779126087183
05/2022,,8635,9600.5,0.899432321233269
05/2023,,9576,9600.5,0.997448049580751
05/2024,,9625,9600.5,1.00255195041925
05/2025,,9146,9600.5,0.952658715691891
06/2020,,986,9584.5,0.102874432677761
06/2021,,5001,9584.5,0.521779957222599
06/2022,,9296,9584.5,0.969899316604935
06/2023,,9888,9584.5,1.03166571026136
06/2024,,9281,9584.5,0.96833428973864
06/2025,,9156,9584.5,0.955292399186186
07/2020,,1177,10373,0.113467656415695
07/2021,,5328,10373,0.513641183842668
07/2022,,9245,10373,0.891256145763039
07/2023,,10003,10373,0.964330473344259
07/2024,,10743,10373,1.03566952665574
07/2025,,10432,10373,1.0056878434397
08/2020,,1429,10295,0.138805245264692
08/2021,,5687,10295,0.552404079650316
08/2022,,11083,10295,1.0765420106848
08/2023,,10463,10295,1.01631860126275
08/2024,,10127,10295,0.983681398737251
08/2025,,9215,10295,0.895094706168043
09/2020,,9539,9802,0.97316874107325
09/2021,,6119,9802,0.624260355029586
09/2022,,10411,9802,1.06213017751479
09/2023,,9574,9802,0.976739440930422
09/2024,,10030,9802,1.02326055906958
10/2020,,6292,10437.5,0.602826347305389
10/2021,,6639,10437.5,0.636071856287425
10/2022,,9338,10437.5,0.894658682634731
10/2023,,10399,10437.5,0.996311377245509
10/2024,,10476,10437.5,1.00368862275449
11/2020,,5227,8968,0.582850133809099
11/2021,,6951,8968,0.775089206066013
11/2022,,8886,8968,0.99085637823372
11/2023,,9208,8968,1.02676181980375
11/2024,,8728,8968,0.973238180196253
12/2020,,4979,9107,0.546722301526298
12/2021,,7038,9107,0.772812122543099
12/2022,,9308,9107,1.02207093444603
12/2023,,9070,9107,0.995937191171626
12/2024,,9143,9107,1.00395300318436
