month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,1719,1758,0.977815699658703
01/2021,,176,1758,0.100113765642776
01/2022,,1030,1758,0.585893060295791
01/2023,,2423,1758,1.37827076222981
01/2024,,1152,1758,0.655290102389079
01/2025,,2590,1758,1.47326507394767
01/2026,,2348,1758,1.33560864618885
02/2020,,1457,1973,0.738469336036493
02/2021,,177,1897.5,0.0932806324110672
02/2022,,1222,1897.5,0.644005270092227
02/2023,,2190,1897.5,1.15415019762846
02/2024,,1854,1973,0.939685757729346
02/2025,,2151,1897.5,1.13359683794466
02/2026,,2100,1897.5,1.10671936758893
03/2020,,903,2047.5,0.441025641025641
03/2021,,190,2047.5,0.0927960927960928
03/2022,,1665,2047.5,0.813186813186813
03/2023,,2267,2047.5,1.10720390720391
03/2024,,1913,2047.5,0.934310134310134
03/2025,,1729,2047.5,0.844444444444445
03/2026,,2037,2047.5,0.994871794871795
04/2020,,88,1875,0.0469333333333333
04/2021,,180,1875,0.096
04/2022,,1961,1875,1.04586666666667
04/2023,,2129,1875,1.13546666666667
04/2024,,1779,1875,0.9488
04/2025,,1873,1875,0.998933333333333
05/2020,,140,2066.5,0.067747398983789
05/2021,,173,2066.5,0.0837164287442536
05/2022,,1906,2066.5,0.922332446165013
05/2023,,2406,2066.5,1.16428744253569
05/2024,,1923,2066.5,0.930558916041616
05/2025,,2010,2066.5,0.972659085410114
06/2020,,180,1885.5,0.0954653937947494
06/2021,,184,1885.5,0.0975868469901883
06/2022,,2643,1885.5,1.40175019888624
06/2023,,2249,1885.5,1.19278705913551
06/2024,,1794,1885.5,0.951471758154336
06/2025,,2057,1885.5,1.09095730575444
07/2020,,176,1896.5,0.0928025309781176
07/2021,,395,1896.5,0.208278407592934
07/2022,,2495,1896.5,1.31558133403638
07/2023,,1968,1896.5,1.03770102820986
07/2024,,2108,1896.5,1.11152122330609
07/2025,,2357,1896.5,1.24281571315581
08/2020,,195,2064.5,0.0944538629208041
08/2021,,628,2064.5,0.30418987648341
08/2022,,2255,2064.5,1.09227415839186
08/2023,,2067,2064.5,1.00121094696052
08/2024,,2124,2064.5,1.02882053766045
08/2025,,2139,2064.5,1.03608621942359
09/2020,,175,1965.5,0.0890358687356907
09/2021,,812,1965.5,0.413126430933605
09/2022,,2062,1965.5,1.04909692190282
09/2023,,2000,1965.5,1.01755278555075
09/2024,,2063,1965.5,1.0496056982956
09/2025,,2457,1965.5,1.2500635970491
10/2020,,200,2023.5,0.098838645910551
10/2021,,1036,2023.5,0.511984185816654
10/2022,,2144,2023.5,1.05955028416111
10/2023,,2140,2023.5,1.0575735112429
10/2024,,2232,2023.5,1.10303928836175
10/2025,,2352,2023.5,1.16234247590808
11/2020,,163,1801.5,0.0904801554260339
11/2021,,893,1801.5,0.495698029419928
11/2022,,1706,1801.5,0.94698862059395
11/2023,,1695,1801.5,0.940882597835137
11/2024,,2035,1801.5,1.12961421038024
11/2025,,2032,1801.5,1.12794893144602
12/2020,,179,2086.5,0.0857895998082914
12/2021,,904,2086.5,0.433261442607237
12/2022,,2081,2086.5,0.997364006709801
12/2023,,2018,2086.5,0.967169901749341
12/2024,,2211,2086.5,1.05966930265996
12/2025,,2170,2086.5,1.04001917086029
