type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,12011,,01/2020,1374,,2022-12-31
County,12011,,02/2020,1180,,2022-12-31
County,12011,,03/2020,707,,2022-12-31
County,12011,,04/2020,106,,2022-12-31
County,12011,,05/2020,189,,2022-12-31
County,12011,,06/2020,329,,2022-12-31
County,12011,,07/2020,255,,2022-12-31
County,12011,,08/2020,742,,2022-12-31
County,12011,,09/2020,1042,,2022-12-31
County,12011,,10/2020,1221,,2022-12-31
County,12011,,11/2020,998,,2022-12-31
County,12011,,12/2020,527,,2022-12-31
County,12011,,01/2021,868,,2022-12-31
County,12011,,02/2021,977,,2022-12-31
County,12011,,03/2021,917,,2022-12-31
County,12011,,04/2021,739,,2022-12-31
County,12011,,05/2021,613,,2022-12-31
County,12011,,06/2021,734,,2022-12-31
County,12011,,07/2021,823,,2022-12-31
County,12011,,08/2021,877,,2022-12-31
County,12011,,09/2021,1061,,2022-12-31
County,12011,,10/2021,1192,,2022-12-31
County,12011,,11/2021,1148,,2022-12-31
County,12011,,12/2021,1126,,2022-12-31
County,12011,,01/2022,1195,,2022-12-31
County,12011,,02/2022,1109,,2022-12-31
County,12011,,03/2022,1096,,2022-12-31
County,12011,,07/2022,1488,,2022-12-31
County,12011,,08/2022,1887,,2022-12-31
County,12011,,09/2022,1531,,2022-12-31
County,12086,,01/2020,1222,,2022-12-31
County,12086,,02/2020,1044,,2022-12-31
County,12086,,03/2020,599,,2022-12-31
County,12086,,04/2020,119,,2022-12-31
County,12086,,05/2020,183,,2022-12-31
County,12086,,06/2020,236,,2022-12-31
County,12086,,07/2020,182,,2022-12-31
County,12086,,08/2020,1051,,2022-12-31
County,12086,,09/2020,1023,,2022-12-31
County,12086,,10/2020,628,,2022-12-31
County,12086,,11/2020,78,,2022-12-31
County,12086,,12/2020,334,,2022-12-31
County,12086,,01/2021,821,,2022-12-31
County,12086,,02/2021,786,,2022-12-31
County,12086,,03/2021,781,,2022-12-31
County,12086,,04/2021,792,,2022-12-31
County,12086,,05/2021,703,,2022-12-31
County,12086,,06/2021,995,,2022-12-31
County,12086,,07/2021,1019,,2022-12-31
County,12086,,08/2021,1061,,2022-12-31
County,12086,,09/2021,1170,,2022-12-31
County,12086,,10/2021,1237,,2022-12-31
County,12086,,11/2021,1239,,2022-12-31
County,12086,,12/2021,1300,,2022-12-31
County,12086,,01/2022,1408,,2022-12-31
County,12086,,02/2022,1332,,2022-12-31
County,12086,,03/2022,1477,,2022-12-31
County,12086,,04/2022,1336,,2022-12-31
County,12086,,05/2022,1394,,2022-12-31
County,12086,,06/2022,1437,,2022-12-31
County,12086,,07/2022,1579,,2022-12-31
County,12086,,08/2022,1848,,2022-12-31
County,12086,,09/2022,1616,,2022-12-31
County,12099,,01/2020,776,,2022-12-31
County,12099,,02/2020,676,,2022-12-31
County,12099,,03/2020,452,,2022-12-31
County,12099,,04/2020,80,,2022-12-31
County,12099,,05/2020,156,,2022-12-31
County,12099,,06/2020,162,,2022-12-31
County,12099,,07/2020,161,,2022-12-31
County,12099,,08/2020,447,,2022-12-31
County,12099,,09/2020,563,,2022-12-31
County,12099,,10/2020,746,,2022-12-31
County,12099,,11/2020,557,,2022-12-31
County,12099,,12/2020,296,,2022-12-31
County,12099,,01/2021,545,,2022-12-31
