position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2025-03-01,2026-02-28,SPRUCE CT OWNER LLC,72 SPRUCE ST,50,0.307,41.050482,-73.550267
2,2025-03-01,2026-02-28,601W ABBEY WOODS LLC AND KE ABBEY WOODS LLC,33 ABBEY LN,33,0.307,41.381894,-73.525754
3,2025-03-01,2026-02-28,"CRESCENT CROSSINGS 1B, LLC",581 WATERVIEW AVE,33,0.307,41.184208,-73.174294
4,2025-03-01,2026-02-28,HOYT BEDFORD LP,126 HOYT ST,32,0.307,41.061333,-73.535058
5,2025-03-01,2026-02-28,"BRIDGEPORT TOWERS, LLC",199 YACHT ST,30,0.307,41.159234,-73.217469
6,2025-03-01,2026-02-28,RIPPOWAM PARK ASSOCIATES L.P.,1 ROCKFIELD DR,25,0.307,41.057533,-73.561464
7,2025-03-01,2026-02-28,111 HARBOR POINT OWNER LLC,111 TOWNE ST,23,0.307,41.045339,-73.536496
8,2025-03-01,2026-02-28,PARK CITY PLACE LLC,1070 MAIN ST,20,0.307,41.178803,-73.188912
9,2025-03-01,2026-02-28,WESCOTT APARTMENTS DE 1 LLC,1450 WASHINGTON BLVD,19,0.307,41.059298,-73.544064
10,2025-03-01,2026-02-28,"BAYVIEW PRESERVATION PARTNERS, LP",300 TRESSER BLVD,19,0.307,41.052939,-73.533792
11,2025-03-01,2026-02-28,RAILROAD AVENUE LOFTS LLC,1289 RAILROAD AVE,19,0.307,41.167735,-73.210403
12,2025-03-01,2026-02-28,"SQUARE APTS, LLC",2209 MAIN ST,15,0.307,41.192182,-73.19858
13,2025-03-01,2026-02-28,170 GLOVER AVENUE LLC,300 GLOVER AVE,15,0.307,41.153983,-73.425836
14,2025-03-01,2026-02-28,"VA7 HILLCROFT VILLAGE, LLC",10 CLAPBOARD RIDGE RD,15,0.307,41.410362,-73.468752
15,2025-03-01,2026-02-28,HOUSING AUTHORITY OF THE CITY OF NORWALK,261 ELY AVE,15,0.307,41.083978,-73.425655
16,2025-03-01,2026-02-28,RIPPOWAM PARK ASSOCIATES L.P.,190 MYANO LN,15,0.307,41.054407,-73.564203
