position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2022-09-01,2023-08-31,HICKORY VILLAGE APARTMENTS,4238 HICKORY RD,181,0.5,41.699264,-86.192845
2,2022-09-01,2023-08-31,CASTLE POINT APARTMENTS,2308 COACHMAN'S TRL,147,0.5,41.725438,-86.217619
3,2022-09-01,2023-08-31,IRISH HILLS APARTMENTS,4427 IRISH HILLS DR,121,0.5,41.631243,-86.209871
4,2022-09-01,2023-08-31,INDIAN SPRINGS APARTMENTS,2408 BOW CT,61,0.5,41.71938,-86.285028
5,2022-09-01,2023-08-31,PROSPER SOUTH BEND,221 RUE RABELAIS,60,0.5,41.675166,-86.20467
6,2022-09-01,2023-08-31,WATERFORD SOUTH BEND LLC,1257 WOODFIELD AVE,44,0.5,41.692518,-86.205323
7,2022-09-01,2023-08-31,INDIAN SPRINGS APARTMENTS,2373 FLINT CT,41,0.5,41.718677,-86.284518
8,2022-09-01,2023-08-31,VILLAGE GREEN,1426 CANDLEWOOD LN,38,0.5,41.648546,-86.156088
9,2022-09-01,2023-08-31,COUNTRYSIDE VILLAGE OF SOUTH BEND,1001 MAYFLOWER RD,37,0.5,41.659964,-86.328669
10,2022-09-01,2023-08-31,CLEARWATER MHC,62430 LOCUST RD,29,0.5,41.587665,-86.279706
