month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,278,283.5,0.980599647266314
01/2021,,154,283.5,0.54320987654321
01/2022,,231,283.5,0.814814814814815
01/2023,,269,283.5,0.948853615520282
01/2024,,254,283.5,0.895943562610229
01/2025,,229,283.5,0.807760141093474
02/2020,,203,241.5,0.840579710144928
02/2021,,119,239.5,0.496868475991649
02/2022,,202,239.5,0.843423799582464
02/2023,,228,239.5,0.951983298538622
02/2024,,282,241.5,1.16770186335404
02/2025,,180,239.5,0.751565762004175
03/2020,,70,226,0.309734513274336
03/2021,,141,226,0.623893805309734
03/2022,,203,226,0.898230088495575
03/2023,,231,226,1.02212389380531
03/2024,,196,226,0.867256637168142
03/2025,,223,226,0.986725663716814
04/2020,,18,236.75,0.0760295670538543
04/2021,,133,236.75,0.561774023231257
04/2022,,180,236.75,0.760295670538543
04/2023,,177,236.75,0.747624076029567
04/2024,,224,236.75,0.946145723336853
05/2020,,22,265.75,0.0827845719661336
05/2021,,102,265.75,0.38381937911571
05/2022,,241,265.75,0.9068673565381
05/2023,,257,265.75,0.967074317968015
05/2024,,239,265.75,0.89934148635936
06/2020,,55,283.75,0.193832599118943
06/2021,,149,283.75,0.52511013215859
06/2022,,253,283.75,0.891629955947137
06/2023,,219,283.75,0.771806167400881
06/2024,,250,283.75,0.881057268722467
07/2020,,39,282.25,0.138175376439327
07/2021,,161,282.25,0.570416297608503
07/2022,,251,282.25,0.889282550930027
07/2023,,284,282.25,1.00620017714792
07/2024,,223,282.25,0.79007971656333
08/2020,,135,280,0.482142857142857
08/2021,,139,280,0.496428571428571
08/2022,,272,280,0.971428571428571
08/2023,,229,280,0.817857142857143
08/2024,,237,280,0.846428571428571
09/2020,,148,262.75,0.563273073263559
09/2021,,179,262.75,0.681255946717412
09/2022,,237,262.75,0.901998097050428
09/2023,,187,262.75,0.711703139866794
09/2024,,278,262.75,1.05803996194101
10/2020,,124,261.75,0.473734479465139
10/2021,,205,261.75,0.783190066857689
10/2022,,256,261.75,0.97803247373448
10/2023,,248,261.75,0.947468958930277
10/2024,,262,261.75,1.00095510983763
11/2020,,108,253.75,0.425615763546798
11/2021,,201,253.75,0.792118226600985
11/2022,,282,253.75,1.11133004926108
11/2023,,199,253.75,0.784236453201971
11/2024,,275,253.75,1.08374384236453
12/2020,,125,184.75,0.6765899864682
12/2021,,189,184.75,1.02300405953992
12/2022,,271,184.75,1.46684709066306
12/2023,,228,184.75,1.234100135318
12/2024,,318,184.75,1.7212449255751
