position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2022-09-01,2023-08-31,1918 PLANTATION KEY OWNER LLC,2010 PLANTATION KEY CIR,172,0.249,27.931275,-82.3154
2,2022-09-01,2023-08-31,RESERVE AT LAKE POINTE MO OWNER LLC,5475 LYNN LAKE DR S,160,0.249,27.716308,-82.666651
3,2022-09-01,2023-08-31,PURITAN PLACE APARTMENTS LLC,4802 SIMS INLT,111,0.249,28.018743,-82.403547
4,2022-09-01,2023-08-31,"RIVER CHASE PROPERTY HOLDINGS, LLC",6610 S RIVERCHASE DR,109,0.249,28.02647,-82.379448
5,2022-09-01,2023-08-31,BELLAMAR HOLDINGS LLC,12402 N 15TH ST,98,0.249,28.060257,-82.443153
6,2022-09-01,2023-08-31,ASHFORD BAYSIDE LLC,5870 56TH AVE N,89,0.249,27.822524,-82.713796
7,2022-09-01,2023-08-31,MELROSE ON THE BAY M-O OWNER LLC,5074 FOXBRIDGE CIR N,89,0.249,27.923101,-82.703746
8,2022-09-01,2023-08-31,RIVIERA TFL LLC,5236 MATADOR CT,79,0.249,28.026659,-82.399541
9,2022-09-01,2023-08-31,RIVERTREE LANDING APARTMENTS LLC,5906 SANTA FE RIVER DR,74,0.249,28.012934,-82.389584
10,2022-09-01,2023-08-31,BMF IV FL RADIUS PALMS LLC,3416 PALM CROSSING DR,73,0.249,28.078444,-82.419959
11,2022-09-01,2023-08-31,1918 PLANTATION KEY OWNER LLC,419 PROVIDENCE RD,71,0.249,27.933937,-82.313446
12,2022-09-01,2023-08-31,LANTOWER CROSSROADS BRANDON GP LLC,10461 SANDERLING SHORES DR,70,0.249,27.926375,-82.335922
13,2022-09-01,2023-08-31,LANDMARK AT GRAYSON PARK LP,15501 BRUCE B DOWNS BLVD,68,0.249,28.083778,-82.407638
14,2022-09-01,2023-08-31,VESPER USF LLC,3414 JEFFERSON COMMONS DR,65,0.249,28.074171,-82.422103
15,2022-09-01,2023-08-31,PARK ABERDEEN APARTMENTS LLC,13831 AZALEA CIR,60,0.249,28.074648,-82.428842
16,2022-09-01,2023-08-31,PALM RESIDENCES LLC,10610 N 30TH ST,60,0.249,28.045847,-82.428309
17,2022-09-01,2023-08-31,OSPREY POINTE APTS LLC,1709 56TH TER S,58,0.249,27.716723000000002,-82.659063
18,2022-09-01,2023-08-31,CLAYMORE HOUSING GP LLC,4502 CLAYMORE DR,56,0.249,27.989031,-82.31935
19,2022-09-01,2023-08-31,PACIFICA HELLENIC LLC,14424 HELLENIC DR,56,0.249,28.078267,-82.415584
20,2022-09-01,2023-08-31,ALLISTER TFL LLC,4939 E BUSCH BLVD,55,0.249,28.030376,-82.402801
21,2022-09-01,2023-08-31,TIMBERFALLS 113 HOLDINGS LLC,11306 SPRING CT,54,0.249,28.052149,-82.429576
22,2022-09-01,2023-08-31,CROSS CREEK LLC,10314 VENITIA REAL AVE,53,0.249,28.144527,-82.319705
23,2022-09-01,2023-08-31,WINDWOOD OAKS TAMPA APARTMENTS LTD,14868 SHADY KNOLL CT,53,0.249,28.082324,-82.462997
24,2022-09-01,2023-08-31,RESPARK BUNGALOW OAKS LLC,6115 FRONTAGE RD,52,0.249,28.068826,-82.385532
25,2022-09-01,2023-08-31,RIVER POINTE APARTMENTS LLC,4710 PURITAN RD,51,0.249,28.020569,-82.404088
26,2022-09-01,2023-08-31,MARISOL VISTA,10073 14TH ST N,51,0.249,27.863706,-82.653241
27,2022-09-01,2023-08-31,"BAY VUE APARTMENT HOLDINGS, LLC",5902 MEMORIAL HWY,51,0.249,27.983881,-82.570401
28,2022-09-01,2023-08-31,TUSCANY POINTE II (M-O) OWNER LLC,3350 W HILLSBOROUGH AVE,50,0.249,27.992827,-82.498036
29,2022-09-01,2023-08-31,"BELARA LAKES, LLC",2114 2 LAKES RD,49,0.249,28.025754,-82.480836
30,2022-09-01,2023-08-31,"BRIDGEVIEW APARTMENTS, LLC",7201 5 POINT CIR,48,0.249,27.992984,-82.558769
31,2022-09-01,2023-08-31,PALMS AT ASHLEY OAKS LLC,12736 N 17TH ST,47,0.249,28.06407,-82.440499
32,2022-09-01,2023-08-31,JMJ DORAL OAKS LLC,8710 DORAL OAKS DR,47,0.249,28.029639,-82.390755
33,2022-09-01,2023-08-31,UDR INC,1713 LAKE CHAPMAN DR,47,0.249,27.943696,-82.312811
34,2022-09-01,2023-08-31,WF CLEARWATER LLC,1121 DRUID RD E,46,0.249,27.955461,-82.790784
35,2022-09-01,2023-08-31,MACALPINE PLACE APARTMENTS,1410 DUNCAN LOOP S,46,0.249,28.001217,-82.765209
36,2022-09-01,2023-08-31,CROSSWYNDE,9320 CRESCENT LOOP CIR,45,0.249,27.935153,-82.348461
37,2022-09-01,2023-08-31,2211 GRAND ISLE LLC,1166 RIVAGE CIR,44,0.249,27.917346,-82.323221
38,2022-09-01,2023-08-31,WESTBURY AT LAKE BRANDON INVESTMENTS LLC,11404 WARWICK POINTE DR,44,0.249,27.917411,-82.319475
39,2022-09-01,2023-08-31,CARROLLWOOD PLACE FEE OWNER LLC,3906 CARROLLWOOD PLACE CIR,43,0.249,28.10631,-82.507361
40,2022-09-01,2023-08-31,BRANDON 248 OWNER LLC,1815 STERLING PALMS CT,43,0.249,27.908108,-82.322392
41,2022-09-01,2023-08-31,BAY COVE APARTMENTS,19135 US HIGHWAY 19 N,42,0.249,27.946429,-82.727536
42,2022-09-01,2023-08-31,"FRBH COURTNEY COVE, LLC",5510 N HIMES AVE,42,0.249,27.997958,-82.503265
43,2022-09-01,2023-08-31,PARC PLACE VILLAS,5704 CANDLEWICK CT,41,0.249,28.01199,-82.392068
44,2022-09-01,2023-08-31,VERSANT PLACE APARTMENTS,925 MEIZNER REAL AVE,40,0.249,27.920211,-82.299375
45,2022-09-01,2023-08-31,GENESIS APARTMENTS LLC,511 FAIRWOOD AVE,40,0.249,27.970938,-82.72165
46,2022-09-01,2023-08-31,LPG MADEIRA LLC,3910 75TH WAY N,40,0.249,27.807309,-82.742934
47,2022-09-01,2023-08-31,DEL RIO SLIGH HOLDINGS LLC,6605 N 50TH ST,40,0.249,28.010063,-82.40061
48,2022-09-01,2023-08-31,RIVOX LLC,6708 SHADEVILLE LN,40,0.249,28.008539,-82.411527
49,2022-09-01,2023-08-31,"CASABLANCA BAYVIEW, LLC",14514 HENSEL LN,40,0.249,28.077867,-82.435444
50,2022-09-01,2023-08-31,ARMATURE SQUARE APARTMENTS,4201 49TH ST N,39,0.249,27.810656,-82.699229
51,2022-09-01,2023-08-31,LAUREL CHASE APARTMENTS LLC,1404 MARATHON KEY DR,39,0.249,28.065375,-82.444816
52,2022-09-01,2023-08-31,BMF IV FL VERANDA WESTCHASE LLC,7630 SOUTHERN BROOK BND,38,0.249,28.023541,-82.627268
53,2022-09-01,2023-08-31,BMF V FL HAVEN WATERS EDGE LLC,8417 N ARMENIA AVE,38,0.249,28.025938,-82.483244
54,2022-09-01,2023-08-31,THE AVA APARTMENTS LLC,4902 N MACDILL AVE,38,0.249,27.991267,-82.493944
55,2022-09-01,2023-08-31,"GSIC II WESTCHASE, LLC",12105 LEXINGTON PARK DR,38,0.249,28.059787,-82.622832
56,2022-09-01,2023-08-31,WESTSIDE WESTSHORE OWNER LLC,1518 RIVER DR,38,0.249,27.984671,-82.474656
