month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,675,894.25,0.75482247693598
01/2021,,407,894.25,0.455129997204361
02/2020,,601,737.25,0.815191590369617
02/2021,,332,729.5,0.455106237148732
03/2020,,224,734.5,0.30496936691627
03/2021,,438,734.5,0.596324029952349
04/2020,,1,767,0.00130378096479791
04/2021,03/04/2021,37,75,0.493333333333333
05/2020,,2,870.5,0.00229753015508329
06/2020,,511,764.75,0.668192219679634
07/2020,,427,947.75,0.450540754418359
08/2020,,447,1054.75,0.423797108319507
09/2020,,334,842.5,0.396439169139466
10/2020,,400,1043,0.383509108341323
11/2020,,335,675,0.496296296296296
12/2020,,438,509.75,0.859244727807749
