position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2022-03-31,2023-03-04,THE LIFE AT JACKSON SQUARE,5500 N BRAESWOOD BLVD,427,0.163,29.677708,-95.483287
2,2022-03-31,2023-03-04,STERLING POINT APARTMENTS,6500 DUNLAP ST,268,0.163,29.710188,-95.495873
3,2022-03-31,2023-03-04,THE SELENA APARTMENTS,250 UVALDE RD,232,0.163,29.795437,-95.18556
4,2022-03-31,2023-03-04,ROCK CREEK,200 HOLLOW TREE LN,215,0.163,30.027902,-95.436372
5,2022-03-31,2023-03-04,CIRCLE AT POINT PARK,8750 POINT PARK DR,205,0.163,29.907528,-95.634441
6,2022-03-31,2023-03-04,THE PRESERVE AT WESTCHASE,10615 MEADOWGLEN LN,195,0.163,29.730449,-95.563135
7,2022-03-31,2023-03-04,THE PALMS AT CYPRESS STATION,990 CYPRESS STATION DR,188,0.163,30.029304,-95.443687
8,2022-03-31,2023-03-04,THE PARK AT CUMBERLAND,505 CYPRESS STATION DR,184,0.163,30.031315,-95.43785
9,2022-03-31,2023-03-04,SUNSET CROSSING APTS,10630 BEECHNUT ST,183,0.163,29.690382,-95.568658
10,2022-03-31,2023-03-04,CROFTON PLACE APARTMENTS,9555 CROFTON ST,183,0.163,29.849112,-95.29938
