month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,5850,5697.8,1.02671206430552
02/2020,,5615,4623,1.21457927752542
03/2020,,3859,4132,0.933930300096806
04/2020,,1764,4660,0.378540772532189
05/2020,,1458,5189.4,0.280957336108221
06/2020,,1603,5510.8,0.290883356318502
07/2020,,1754,5889.2,0.297833322013177
08/2020,,2164,5958.2,0.363196938672754
09/2020,,2857,5750.2,0.496852283398838
10/2020,,3374,5842.6,0.577482627597303
11/2020,,3164,5385.2,0.587536210354304
12/2020,,4206,5309.6,0.792150067801718
01/2021,,0,5697.8,0
02/2021,,0,4607,0
03/2021,,0,4132,0
04/2021,,0,4660,0
05/2021,,0,5189.4,0
06/2021,,0,5510.8,0
07/2021,,0,5889.2,0
08/2021,,0,5958.2,0
09/2021,,0,5750.2,0
10/2021,,0,5842.6,0
11/2021,,0,5385.2,0
12/2021,,0,5309.6,0
01/2022,,0,5697.8,0
02/2022,,0,4607,0
03/2022,,0,4132,0
04/2022,,0,4660,0
05/2022,,0,5189.4,0
06/2022,,0,5510.8,0
07/2022,,0,5889.2,0
08/2022,,0,5958.2,0
09/2022,,0,5750.2,0
10/2022,,0,5842.6,0
11/2022,,0,5385.2,0
12/2022,,0,5309.6,0
01/2023,,0,5697.8,0
02/2023,,0,4607,0
03/2023,,0,4132,0
04/2023,,0,4660,0
05/2023,,0,5189.4,0
06/2023,,0,5510.8,0
07/2023,,0,5889.2,0
08/2023,,0,5958.2,0
09/2023,,0,5750.2,0
10/2023,,0,5842.6,0
11/2023,,0,5385.2,0
12/2023,,0,5309.6,0
01/2024,,7997,5697.8,1.40352416722244
02/2024,,6859,4623,1.48366861345447
03/2024,,6180,4132,1.49564375605034
04/2024,,6769,4660,1.45257510729614
05/2024,,7077,5189.4,1.36374147300266
06/2024,,7228,5510.8,1.31160630035567
07/2024,,7887,5889.2,1.33923113495891
08/2024,,7934,5958.2,1.33161021785103
