month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,963,727,1.32462173314993
01/2021,,350,727,0.481430536451169
01/2022,,592,727,0.814305364511692
01/2023,,866,727,1.19119669876204
01/2024,,588,727,0.808803301237964
01/2025,,518,727,0.71251719394773
02/2020,,982,734,1.33787465940055
02/2021,,440,699.5,0.629020729092209
02/2022,,617,699.5,0.882058613295211
02/2023,,828,699.5,1.18370264474625
02/2024,,640,734,0.871934604904632
02/2025,,727,699.5,1.03931379556826
03/2020,,439,670,0.655223880597015
03/2021,,439,670,0.655223880597015
03/2022,,744,670,1.11044776119403
03/2023,,730,670,1.08955223880597
03/2024,,610,670,0.91044776119403
04/2020,,5,552.5,0.00904977375565611
04/2021,,350,552.5,0.633484162895928
04/2022,,689,552.5,1.24705882352941
04/2023,,543,552.5,0.982805429864253
04/2024,,562,552.5,1.01719457013575
05/2020,,10,656,0.0152439024390244
05/2021,,314,656,0.478658536585366
05/2022,,567,656,0.864329268292683
05/2023,,694,656,1.05792682926829
05/2024,,618,656,0.942073170731707
06/2020,,23,704.5,0.0326472675656494
06/2021,,355,704.5,0.503903477643719
06/2022,,655,704.5,0.929737402413059
06/2023,,745,704.5,1.05748757984386
06/2024,,664,704.5,0.942512420156139
07/2020,,316,755,0.418543046357616
07/2021,,380,755,0.503311258278146
07/2022,,617,755,0.817218543046358
07/2023,,729,755,0.965562913907285
07/2024,,781,755,1.03443708609272
08/2020,,395,786,0.502544529262087
08/2021,,548,786,0.697201017811705
08/2022,,875,786,1.11323155216285
08/2023,,881,786,1.12086513994911
08/2024,,691,786,0.879134860050891
09/2020,,505,749,0.674232309746328
09/2021,,539,749,0.719626168224299
09/2022,,711,749,0.949265687583445
09/2023,,689,749,0.919893190921228
09/2024,,809,749,1.08010680907877
10/2020,,498,785.5,0.633991088478676
10/2021,,667,785.5,0.849140674729472
10/2022,,681,785.5,0.866963717377467
10/2023,,743,785.5,0.945894334818587
10/2024,,828,785.5,1.05410566518141
11/2020,,476,677,0.703101920236337
11/2021,,520,677,0.768094534711965
11/2022,,667,677,0.985228951255539
11/2023,,763,677,1.12703101920236
11/2024,,591,677,0.872968980797637
12/2020,,401,592,0.677364864864865
12/2021,,616,592,1.04054054054054
12/2022,,708,592,1.19594594594595
12/2023,,677,592,1.14358108108108
12/2024,,507,592,0.856418918918919
