month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,3992,3285.5,1.21503576320195
01/2021,,1804,3285.5,0.549079287779638
01/2022,,3168,3285.5,0.964236798052047
01/2023,,3741,3285.5,1.1386394764876
01/2024,,4478,3285.5,1.36295845381221
02/2020,,3761,2823.75,1.3319167773351
02/2021,,1007,2820.25,0.35706054427799
02/2022,,3268,2820.25,1.1587625210531
02/2023,,3869,2820.25,1.37186419643649
02/2024,,3957,2823.75,1.40132802124834
03/2020,,1802,2263.5,0.796112215595317
03/2021,,1608,2263.5,0.710404241219351
03/2022,,3310,2263.5,1.46233708857963
03/2023,,3391,2263.5,1.49812237685001
03/2024,,3305,2263.5,1.46012812016788
04/2020,,116,2735,0.0424131627056673
04/2021,,1357,2735,0.496160877513711
04/2022,,2902,2735,1.06106032906764
04/2023,,3400,2735,1.24314442413163
04/2024,,3570,2735,1.30530164533821
05/2020,,424,3128.25,0.135539039399025
05/2021,,1483,3128.25,0.474066970350835
05/2022,,3408,3128.25,1.08942699592424
05/2023,,3683,3128.25,1.17733557100615
05/2024,,3734,3128.25,1.19363861583953
06/2020,,879,3204.5,0.274301763145577
06/2021,,1557,3204.5,0.485879232329537
06/2022,,3531,3204.5,1.10188797004213
06/2023,,3867,3204.5,1.20674052114214
07/2020,,895,3424.25,0.261371103161276
07/2021,,1655,3424.25,0.483317514784259
07/2022,,3674,3424.25,1.07293567934584
07/2023,,3962,3424.25,1.15704168796087
08/2020,,1474,3475,0.424172661870504
08/2021,,1802,3475,0.518561151079137
08/2022,,4041,3475,1.16287769784173
08/2023,,4186,3475,1.20460431654676
09/2020,,1590,3335.5,0.476690151401589
09/2021,,2252,3335.5,0.675161145255584
09/2022,,3997,3335.5,1.19832109129066
09/2023,,4187,3335.5,1.25528406535752
10/2020,,1372,3575.25,0.383749388154675
10/2021,,2577,3575.25,0.720788756031047
10/2022,,4017,3575.25,1.12355779316132
10/2023,,4284,3575.25,1.19823788546256
11/2020,,1390,3153.5,0.440780085619153
11/2021,,2396,3153.5,0.759790708736325
11/2022,,3464,3153.5,1.09846202631996
11/2023,,3971,3153.5,1.25923576977961
12/2020,,1807,3146,0.574380165289256
12/2021,,2168,3146,0.689129052765416
12/2022,,3628,3146,1.1532104259377
12/2023,,3419,3146,1.08677685950413
