type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Zip Code,10001,White,1,2019-12-29,2,4,2.333,2026-07-18
Zip Code,10001,White,2,2020-01-05,7,13,12,2026-07-18
Zip Code,10001,White,3,2020-01-12,7,5,16.667,2026-07-18
Zip Code,10001,White,4,2020-01-19,9,4,15.667,2026-07-18
Zip Code,10001,White,5,2020-01-26,26,6.5,9.333,2026-07-18
Zip Code,10001,White,6,2020-02-02,7,8,9.667,2026-07-18
Zip Code,10001,White,7,2020-02-09,5,5.5,12,2026-07-18
Zip Code,10001,White,8,2020-02-16,8,2.5,17,2026-07-18
Zip Code,10001,White,9,2020-02-23,3,5.5,9.667,2026-07-18
Zip Code,10001,White,10,2020-03-01,7,10,8,2026-07-18
Zip Code,10001,White,11,2020-03-08,12,6.5,17.667,2026-07-18
Zip Code,10001,White,12,2020-03-15,1,6,10.667,2026-07-18
Zip Code,10001,White,13,2020-03-22,0,7.5,4,2026-07-18
Zip Code,10001,White,14,2020-03-29,0,8.5,15.667,2026-07-18
Zip Code,10001,White,15,2020-04-05,0,5.5,8,2026-07-18
Zip Code,10001,White,16,2020-04-12,0,7,15,2026-07-18
Zip Code,10001,White,17,2020-04-19,0,6,3,2026-07-18
Zip Code,10001,White,18,2020-04-26,0,7,10.333,2026-07-18
Zip Code,10001,White,19,2020-05-03,0,6,13.667,2026-07-18
Zip Code,10001,White,20,2020-05-10,0,7,6.333,2026-07-18
Zip Code,10001,White,21,2020-05-17,0,4.5,6.333,2026-07-18
Zip Code,10001,White,22,2020-05-24,0,3.5,12,2026-07-18
Zip Code,10001,White,23,2020-05-31,0,4,12.333,2026-07-18
Zip Code,10001,White,24,2020-06-07,0,8.5,7,2026-07-18
Zip Code,10001,White,25,2020-06-14,0,7,18.333,2026-07-18
Zip Code,10001,White,26,2020-06-21,2,9,16.667,2026-07-18
Zip Code,10001,White,27,2020-06-28,0,4.5,3.667,2026-07-18
Zip Code,10001,White,28,2020-07-05,0,13.5,14,2026-07-18
Zip Code,10001,White,29,2020-07-12,1,21.5,19.667,2026-07-18
Zip Code,10001,White,30,2020-07-19,2,6,23,2026-07-18
Zip Code,10001,White,31,2020-07-26,1,6,7.667,2026-07-18
Zip Code,10001,White,32,2020-08-02,3,8.5,21.667,2026-07-18
Zip Code,10001,White,33,2020-08-09,25,9.5,11.667,2026-07-18
Zip Code,10001,White,34,2020-08-16,7,4.5,11.667,2026-07-18
Zip Code,10001,White,35,2020-08-23,3,9.5,10,2026-07-18
Zip Code,10001,White,36,2020-08-30,2,2.5,7,2026-07-18
Zip Code,10001,White,37,2020-09-06,0,5.5,9,2026-07-18
Zip Code,10001,White,38,2020-09-13,10,3.5,23.667,2026-07-18
Zip Code,10001,White,39,2020-09-20,4,8.5,5.667,2026-07-18
Zip Code,10001,White,40,2020-09-27,9,9,6,2026-07-18
Zip Code,10001,White,41,2020-10-04,15,9.5,10.333,2026-07-18
Zip Code,10001,White,42,2020-10-11,12,7.5,18,2026-07-18
Zip Code,10001,White,43,2020-10-18,6,4,16.667,2026-07-18
Zip Code,10001,White,44,2020-10-25,7,6,5.333,2026-07-18
Zip Code,10001,White,45,2020-11-01,18,7,20.667,2026-07-18
Zip Code,10001,White,46,2020-11-08,1,12.5,10,2026-07-18
Zip Code,10001,White,47,2020-11-15,7,2.5,9,2026-07-18
Zip Code,10001,White,48,2020-11-22,0,6,3,2026-07-18
Zip Code,10001,White,49,2020-11-29,1,4,9.333,2026-07-18
Zip Code,10001,White,50,2020-12-06,6,6.5,12.667,2026-07-18
Zip Code,10001,White,51,2020-12-13,4,9,13.667,2026-07-18
Zip Code,10001,White,52,2020-12-20,2,4.5,6,2026-07-18
Zip Code,10001,White,53,2020-12-27,0,7.5,10.667,2026-07-18
Zip Code,10001,White,54,2021-01-03,0,12,7.667,2026-07-18
Zip Code,10001,White,55,2021-01-10,2,7.5,21,2026-07-18
Zip Code,10001,White,56,2021-01-17,0,2.5,15.333,2026-07-18
Zip Code,10001,White,57,2021-01-24,0,4.5,9,2026-07-18
Zip Code,10001,White,58,2021-01-31,0,12.5,10,2026-07-18
Zip Code,10001,White,59,2021-02-07,0,5,11,2026-07-18
