month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,1712,1393.25,1.22878162569532
02/2020,,1481,1126.75,1.31439982249834
03/2020,,905,933,0.969989281886388
04/2020,,4,1067.5,0.00374707259953162
05/2020,,538,1094.75,0.491436401004796
06/2020,,535,1213.25,0.440964351947249
07/2020,,501,1285,0.38988326848249
08/2020,,781,1241.75,0.628951077108919
09/2020,,898,1311,0.684973302822273
10/2020,,777,1309.25,0.59346954363185
11/2020,,779,1126,0.691829484902309
12/2020,,805,1191.25,0.675760755508919
