month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,547,584,0.936643835616438
01/2021,,169,584,0.289383561643836
01/2022,01/01/2022,0,0,
02/2020,,457,462,0.989177489177489
02/2021,,150,462,0.324675324675325
03/2020,,164,430,0.381395348837209
03/2021,,174,430,0.404651162790698
04/2020,,0,459,0
04/2021,,146,459,0.318082788671024
05/2020,,0,571,0
05/2021,,173,571,0.302977232924694
06/2020,,283,505,0.56039603960396
06/2021,,206,505,0.407920792079208
07/2020,,218,550,0.396363636363636
07/2021,,222,550,0.403636363636364
08/2020,,259,621,0.4170692431562
08/2021,,249,621,0.400966183574879
09/2020,,193,451,0.427937915742794
09/2021,,136,451,0.301552106430155
10/2020,,317,636,0.498427672955975
10/2021,,586,636,0.921383647798742
11/2020,,296,440,0.672727272727273
11/2021,,477,440,1.08409090909091
12/2020,,336,429,0.783216783216783
12/2021,,421,429,0.981351981351981
