cofips,state,county,year_string,renters_prop_a,renters_prop_b,renters_prop_l,renters_prop_w,defendant_prop_a,defendant_prop_b,defendant_prop_l,defendant_prop_w,judgment_prop_a,judgment_prop_b,judgment_prop_l,judgment_prop_w
0,,the United States,the years 2012-2016,0.0494597825474538,0.198592391073456,0.208516194562931,0.515056562165341,0.0267481693403496,0.329009713815987,0.186112539983426,0.427105724568324,0.0242987170152969,0.315512228092564,0.167776122777794,0.460969741800567
01001,AL,Autauga County,the years 2012-2016,0.0124187399922138,0.291984360450475,0.0210836887965356,0.662108784910013,0.0138434692738758,0.156191832055105,0.0335756514496771,0.76254197664811,0.0121654343231661,0.152850499313814,0.0326038237304846,0.769482571590598
01003,AL,Baldwin County,the years 2012-2016,0.00169305846031272,0.142565481525744,0.0577880689174385,0.780524848122697,0.0108798908513177,0.0870819268901532,0.0700952039966411,0.79830057396259,0.0113570716612505,0.0860316092855478,0.0681957438624475,0.80067995993618
01005,AL,Barbour County,the years 2012-2016,0.0050512864428288,0.597026910430677,0.0604798600672749,0.29602993161356,0.0197596874362108,0.463581291101068,0.0250154773877291,0.475363329079434,0.0111875812585408,0.468443872828986,0.0231742055869276,0.481172946184203
01007,AL,Bibb County,the years 2012-2016,0,0.239423513757256,0.0363982374066885,0.721338155023938,0.000968257357845297,0.214293771223602,0.0205038210302992,0.748002572410546,0.000958921804602402,0.192056357694626,0.0253619811271223,0.765463603035166
01009,AL,Blount County,the years 2013-2016,0.000302421879893407,0.0238836414689435,0.102092236517705,0.856391423534385,0.00333872314479673,0.0120783783168954,0.110201978484816,0.853065438717442,0.00414683173878154,0.00980135311412327,0.10668610703861,0.85732907084608
01011,AL,Bullock County,the years 2013-2016,0,0.899810051457451,0,0.10018994854255,0.0042318357296362,0.761524354961105,0.0574539589097613,0.167230902882837,0.00186846059560358,0.771780258524703,0.056034295637647,0.161263738404757
01013,AL,Butler County,the years 2012-2016,0.0322802723124953,0.532562145615847,0.015571725996368,0.405923123240073,0.0100753807318862,0.47316624826209,0.0127561383216903,0.48906478651166,0.0122857119514861,0.468617455341488,0.0141909737884968,0.489861450268869
01015,AL,Calhoun County,the years 2012-2016,0.00494437577255871,0.314050267820354,0.0448290070045323,0.619406674907293,0.00863595503869298,0.300179809923098,0.0341354978690565,0.625095037380093,0.00846839325012064,0.31158286634589,0.0325290188548504,0.615224670989524
01017,AL,Chambers County,the years 2012-2016,0.0363101266986785,0.554203171021667,0.00666283744899435,0.396413148004877,0.0186901262079734,0.32529372269168,0.0146011236854224,0.621670361494477,0.0129519264014112,0.326240191015771,0.0167350645920033,0.62399257309368
01019,AL,Cherokee County,the years 2013-2014 and 2016,0,0.0194939320408542,0.0455932711692406,0.91826256885783,0.00111851048927498,0.0547411128361704,0.00986528159997141,0.904632278249539,0.00114074244714676,0.04571625011762,0.0113194843313434,0.911747010924886
01021,AL,Chilton County,the years 2013-2014 and 2016,0.0120355989708813,0.176922885630559,0.146543770504675,0.62404800665478,0.0032383737951611,0.0993831999190541,0.0842527292915756,0.794129353884885,0.00425979751276786,0.106567859478097,0.0733592243234158,0.795683558715704
01023,AL,Choctaw County,the years 2012-2016,0,0.589097011257862,0.0280682161943567,0.381832667925406,0.000852976108601663,0.445457652998241,0.00448494866607515,0.536872787196049,0.000706372064470534,0.450514864687086,0.00414105897931047,0.532103130655908
01025,AL,Clarke County,the years 2013-2016,0.00579175857215043,0.504847383815893,0,0.489360857611956,0.00238475039337852,0.438706182490942,0.0201872018387485,0.522195619300259,0.00266189162521296,0.435292156267136,0.00869991306699951,0.536154751378008
01027,AL,Clay County,the years 2013 and 2015-2016,0,0.210544055972926,0.0624382617900968,0.688027250383337,0.00105541417140472,0.207306972920297,0.0222702576828377,0.733189883689177,0.000481391026261544,0.202120647147425,0.0199923774866378,0.738045893436509
01029,AL,Cleburne County,the years 2012-2016,0,0.0321719102578118,0.022698367367223,0.932452080545614,0.00380843262475726,0.0464936383398191,0.0161526770468819,0.910636640590901,0.00323543058281473,0.0501339003588987,0.0168686755679701,0.906443261749354
01031,AL,Coffee County,the years 2012-2016,0.015161648834475,0.2647552399759,0.0918858269258859,0.615056336819712,0.0152438500503851,0.236922976349192,0.097771706811756,0.599570794313205,0.0157719069137032,0.235467432725482,0.0946843835487891,0.603055658492796
01033,AL,Colbert County,the years 2012-2016,0.00513976945098839,0.245051648321205,0.0466063628104422,0.685613718569574,0.00377306409757697,0.157087185507998,0.0254593114875608,0.784396747732003,0.00380634965188473,0.157485184290603,0.0247741949087557,0.784708081004037
01035,AL,Conecuh County,the years 2012-2016,0,0.600271148225302,0.0290072458413153,0.288373305765757,0.00299170787975818,0.488479345449338,0.0208033395358845,0.470480014320739,0.00154814851256319,0.498779600972875,0.0259923732979459,0.457367439175249
01037,AL,Coosa County,the years 2012-2016,0,0.417667193805567,0.020405391856612,0.555917234132302,0.000820294384886782,0.453855899521928,0.0181516987619167,0.505527873935279,0.000802903825917826,0.45452247150057,0.019421952156488,0.504133889509957
01039,AL,Covington County,the years 2012-2016,0.00182662522155724,0.213449582276005,0.0178243715616196,0.748288017648243,0.00395097842444457,0.160065078742817,0.0152639856050756,0.789248415497339,0.00420370893732175,0.159688798531432,0.015827720834034,0.787920062336667
01041,AL,Crenshaw County,the years 2012-2016,0.0282154921273344,0.33942584569302,0.02698511042809,0.585488129054405,0.0284018244673206,0.212850919751391,0.0217439515050267,0.705633040701092,0.0297499089306593,0.214048160781789,0.0233949238527015,0.700808919318617
01043,AL,Cullman County,the years 2012-2016,0.0075808197465543,0.0142838603645602,0.05099151139715,0.906094467302003,0.00492548438738811,0.00746372407961574,0.0553042492294834,0.910672762694505,0.00454083533422661,0.0080128879944706,0.0531636687917661,0.912327765796011
01045,AL,Dale County,the years 2012-2016,0.0090085439688775,0.284968713498409,0.0938594659589075,0.586997833030507,0.0128703343034997,0.230785613999898,0.0500580440694971,0.653367959259292,0.0138290232001258,0.222888765254143,0.047215591961086,0.663743048831735
01047,AL,Dallas County,the years 2012-2013 and 2016,0.00412895004939041,0.801634219154054,0.016100509283503,0.166122991872946,0.00630099519334336,0.761912355658451,0.00510018023111152,0.212045475713485,0.0085698531136379,0.765267513857314,0.00539379806339671,0.205612580210136
01049,AL,DeKalb County,the years 2012-2016,0.00617777757656552,0.029409721960822,0.176118873386281,0.760394320097187,0.0116125854482341,0.0184941064324883,0.126958248977572,0.796459330773838,0.0128290396998821,0.0184555260593806,0.12411005485752,0.796814716746754
01051,AL,Elmore County,the years 2012-2016,0.00590548748302275,0.280543510411175,0.0439963154805591,0.644723343240069,0.0090350282384884,0.221755316769847,0.0333483616626389,0.705092101179743,0.00848049075360869,0.226182045496966,0.0361512364862698,0.698505634361366
01053,AL,Escambia County,the years 2012-2016,0.00228633680823985,0.454142693403879,0.0316879831142021,0.452742443853606,0.00344484047108599,0.327554997977053,0.0177626127006522,0.591985854776543,0.00315259618457457,0.348575655299489,0.0185132505272045,0.575732850656051
01055,AL,Etowah County,the years 2012-2016,0.0100052912598009,0.260907210544038,0.0563278656982058,0.65900235701573,0.00712849673070761,0.369103605276819,0.0581443079961239,0.531056031126461,0.00677250358674513,0.364607023108027,0.0579722936835151,0.536085492388154
01057,AL,Fayette County,the years 2012-2016,0,0.251898875023081,0.010272125805459,0.716368243064443,0.00157699926892109,0.127261275723952,0.041912036339081,0.809880086218585,0.0017675991973417,0.136408116046782,0.0352813950430222,0.806791950921179
01059,AL,Franklin County,the years 2012-2016,0.00578326347610708,0.0554127818152389,0.288642554564305,0.608997027717386,0.00147334590704092,0.0376845122991411,0.160578976872928,0.76197506706655,0.00164334564189753,0.0391728724304779,0.153661351971512,0.762496931631855
01061,AL,Geneva County,the years 2012-2016,0,0.13988157604478,0.0856673847757322,0.741998749608352,0.00434007330869554,0.0992684919892897,0.045447033156354,0.816417243254286,0.0049327995734076,0.104298836666382,0.0388592465883967,0.816465658430115
01063,AL,Greene County,the years 2012-2016,0,0.865443642985133,0.00657938217014797,0.127976974844719,0.0013015933455653,0.792613508878934,0.0060759596670029,0.19077138485313,0.00123500346033144,0.803327596204526,0.00595555057713839,0.180552940037799
