month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,2692,2440,1.10327868852459
01/2021,,1670,2440,0.684426229508197
01/2022,,2143,2440,0.87827868852459
01/2023,,2644,2440,1.08360655737705
01/2024,,2186,2440,0.895901639344262
01/2025,,2371,2440,0.97172131147541
02/2020,,2435,2097.5,1.16090584028605
02/2021,,1493,2025.5,0.737101950135769
02/2022,,2034,2025.5,1.00419649469267
02/2023,,2222,2025.5,1.09701308318934
02/2024,,1933,2097.5,0.921573301549464
02/2025,,2044,2025.5,1.00913354727228
03/2020,,1004,1834,0.547437295528899
03/2021,,1554,1834,0.847328244274809
03/2022,,2050,1834,1.11777535441658
03/2023,,1877,1834,1.02344601962923
03/2024,,1750,1834,0.954198473282443
03/2025,,1684,1834,0.918211559432934
04/2020,,6,2171,0.00276370336250576
04/2021,,1156,2171,0.532473514509443
04/2022,,1838,2171,0.846614463380931
04/2023,,2167,2171,0.998157531091663
04/2024,,2133,2171,0.982496545370797
04/2025,,1977,2171,0.910640257945647
05/2020,,16,2394,0.00668337510442774
05/2021,,1172,2394,0.489557226399332
05/2022,,1915,2394,0.799916457811195
05/2023,,2540,2394,1.0609857978279
05/2024,,2212,2394,0.923976608187134
05/2025,,2085,2394,0.870927318295739
06/2020,,60,2402,0.0249791840133222
06/2021,,1411,2402,0.587427144046628
06/2022,,2240,2402,0.93255620316403
06/2023,,2659,2402,1.10699417152373
06/2024,,2119,2402,0.88218151540383
06/2025,,2190,2402,0.911740216486261
07/2020,,108,2330,0.0463519313304721
07/2021,,1473,2330,0.632188841201717
07/2022,,2380,2330,1.02145922746781
07/2023,,2282,2330,0.979399141630901
07/2024,,2336,2330,1.00257510729614
07/2025,,2295,2330,0.984978540772532
08/2020,,1608,2486,0.646822204344328
08/2021,,1467,2486,0.590104585679807
08/2022,,2603,2486,1.04706355591311
08/2023,,2596,2486,1.04424778761062
08/2024,,2310,2486,0.929203539823009
08/2025,,2162,2486,0.869670152855994
09/2020,,2002,2197.5,0.911035267349261
09/2021,,2100,2197.5,0.955631399317406
09/2022,,2318,2197.5,1.05483503981797
09/2023,,2167,2197.5,0.986120591581343
09/2024,,2161,2197.5,0.983390216154721
09/2025,,2097,2197.5,0.954266211604095
10/2020,,1550,2287,0.677743769129864
10/2021,,2215,2287,0.968517708788806
10/2022,,2200,2287,0.961958898119808
10/2023,,2313,2287,1.0113686051596
10/2024,,2224,2287,0.972452995190206
10/2025,,2097,2287,0.916921731526017
11/2020,,1434,2105,0.681235154394299
11/2021,,1998,2105,0.94916864608076
11/2022,,2258,2105,1.07268408551069
11/2023,,2097,2105,0.996199524940618
11/2024,,2068,2105,0.982422802850356
11/2025,,1713,2105,0.813776722090261
12/2020,,1567,1881,0.833067517278044
12/2021,,1999,1881,1.06273258904838
12/2022,,2140,1881,1.13769271664009
12/2023,,1830,1881,0.972886762360447
12/2024,,1894,1881,1.00691121743753
12/2025,,1984,1881,1.05475810738969
